0.0	2.9340
0.1	2.8585
0.2	3.1681
0.3	2.7097
0.4	3.0657
0.5	3.0903
0.6	3.0818
0.7	3.2320
0.8	2.9192
0.9	3.0515
1.0	2.8964
1.1	3.0019
1.2	2.9730
1.3	2.9167
1.4	2.9066
1.5	2.9628
1.6	2.7089
1.7	2.8854
1.8	2.8277
1.9	2.9621
2.0	2.9914
2.1	2.9744
2.2	3.1417
2.3	2.9664
2.4	2.9772
2.5	2.8900
2.6	2.9356
2.7	2.9975
2.8	2.7373
2.9	2.8326
3.0	2.8350
3.1	2.9885
3.2	2.6919
3.3	2.9188
3.4	2.8657
3.5	2.7662
3.6	2.8216
3.7	2.9689
3.8	2.8614
3.9	2.8057
4.0	2.8374
4.1	2.7630
4.2	2.9669
4.3	2.9196
4.4	2.8457
4.5	2.7818
4.6	2.6798
4.7	2.8391
4.8	2.7827
4.9	2.7231
5.0	2.7246
5.1	2.9724
5.2	2.7370
5.3	2.9379
5.4	2.8388
5.5	2.8704
5.6	2.6711
5.7	2.6268
5.8	2.6054
5.9	2.6851
6.0	2.6785
6.1	2.7157
6.2	2.5648
6.3	2.7609
6.4	2.5021
6.5	2.7347
6.6	2.6673
6.7	2.8392
6.8	2.6591
6.9	2.8420
7.0	2.6566
7.1	2.6351
7.2	2.6459
7.3	2.4087
7.4	2.5601
7.5	2.7438
7.6	2.6962
7.7	2.5056
7.8	2.6341
7.9	2.5655
8.0	2.7674
8.1	2.6381
8.2	2.6727
8.3	2.5329
8.4	2.6073
8.5	2.5485
8.6	2.6450
8.7	2.4566
8.8	2.3335
8.9	2.5836
9.0	2.5718
9.1	2.5555
9.2	2.6975
9.3	2.5872
9.4	2.5404
9.5	2.6345
9.6	2.4664
9.7	2.3305
9.8	2.4289
9.9	2.3687
10.0	2.6054
10.1	2.6454
10.2	2.4816
10.3	2.5953
10.4	2.3962
10.5	2.5019
10.6	2.4691
10.7	2.4333
10.8	2.4906
10.9	2.3558
11.0	2.5435
11.1	2.3927
11.2	2.4571
11.3	2.4582
11.4	2.6265
11.5	2.3764
11.6	2.4163
11.7	2.4265
11.8	2.4726
11.9	2.3719
12.0	2.2866
12.1	2.4411
12.2	2.4211
12.3	2.4775
12.4	2.4877
12.5	2.3035
12.6	2.4563
12.7	2.3559
12.8	2.3642
12.9	2.4681
13.0	2.4207
13.1	2.3009
13.2	2.2493
13.3	2.4343
13.4	2.4019
13.5	2.3706
13.6	2.2733
13.7	2.3472
13.8	2.2968
13.9	2.3766
14.0	2.2864
14.1	2.3675
14.2	2.1722
14.3	2.2342
14.4	2.2349
14.5	2.3978
14.6	2.3349
14.7	2.3225
14.8	2.3269
14.9	2.2499
15.0	2.2818
15.1	2.2877
15.2	2.1158
15.3	2.1693
15.4	2.1526
15.5	2.3663
15.6	2.2908
15.7	2.3774
15.8	2.3396
15.9	2.2075
16.0	2.3309
16.1	2.1277
16.2	1.9767
16.3	2.1925
16.4	2.1122
16.5	2.3083
16.6	1.9780
16.7	2.0913
16.8	2.1662
16.9	2.1728
17.0	2.1415
17.1	2.2487
17.2	1.9778
17.3	1.9782
17.4	2.0787
17.5	2.0925
17.6	2.1949
17.7	2.0632
17.8	2.0396
17.9	2.1343
18.0	2.0899
18.1	2.2448
18.2	2.0835
18.3	2.1541
18.4	2.0704
18.5	1.8533
18.6	2.0666
18.7	2.1404
18.8	2.1013
18.9	2.1297
19.0	2.1651
19.1	2.0952
19.2	2.2378
19.3	2.0271
19.4	2.0164
19.5	2.0065
19.6	2.0900
19.7	2.0203
19.8	1.9293
19.9	1.9395
20.0	2.0139
20.1	2.0077
20.2	1.8666
20.3	1.9531
20.4	2.0944
20.5	2.0415
20.6	1.7725
20.7	2.0586
20.8	2.0480
20.9	1.9399
21.0	2.0504
21.1	1.9720
21.2	1.9463
21.3	1.8631
21.4	1.7851
21.5	1.7578
21.6	1.9594
21.7	1.9125
21.8	1.9302
21.9	1.8872
22.0	1.9231
22.1	1.8759
22.2	1.7506
22.3	2.0116
22.4	1.8064
22.5	1.8062
22.6	1.8340
22.7	1.9511
22.8	1.6362
22.9	1.7837
23.0	1.8433
23.1	1.8686
23.2	1.8473
23.3	1.9000
23.4	1.8170
23.5	1.8895
23.6	1.6479
23.7	1.6921
23.8	1.9839
23.9	1.7002
24.0	1.8597
24.1	1.6352
24.2	1.9858
24.3	1.8598
24.4	1.9062
24.5	1.7771
24.6	1.7059
24.7	1.7633
24.8	1.7252
24.9	1.7768
25.0	1.7958
25.1	1.8200
25.2	1.8359
25.3	1.6395
25.4	1.7798
25.5	1.9440
25.6	1.7020
25.7	1.8315
25.8	1.8747
25.9	1.5643
26.0	1.5988
26.1	1.7349
26.2	1.7302
26.3	1.6099
26.4	1.6907
26.5	1.7740
26.6	1.6882
26.7	1.5357
26.8	1.6671
26.9	1.6282
27.0	1.6929
27.1	1.6862
27.2	1.6831
27.3	1.5805
27.4	1.8061
27.5	1.5883
27.6	1.7042
27.7	1.7211
27.8	1.6546
27.9	1.6968
28.0	1.6057
28.1	1.7903
28.2	1.5788
28.3	1.5856
28.4	1.6502
28.5	1.7016
28.6	1.7074
28.7	1.5063
28.8	1.4696
28.9	1.5204
29.0	1.6278
29.1	1.5015
29.2	1.7577
29.3	1.4649
29.4	1.4615
29.5	1.5382
29.6	1.4049
29.7	1.5563
29.8	1.5491
29.9	1.5468
30.0	1.4250
30.1	1.4559
30.2	1.4503
30.3	1.5001
30.4	1.5080
30.5	1.6232
30.6	1.5019
30.7	1.5973
30.8	1.2963
30.9	1.5879
31.0	1.4397
31.1	1.3937
31.2	1.3168
31.3	1.4264
31.4	1.3285
31.5	1.4714
31.6	1.4724
31.7	1.4659
31.8	1.4660
31.9	1.4101
32.0	1.3739
32.1	1.3497
32.2	1.2800
32.3	1.3136
32.4	1.5513
32.5	1.3960
32.6	1.4084
32.7	1.4685
32.8	1.4509
32.9	1.4823
33.0	1.2315
33.1	1.3489
33.2	1.4102
33.3	1.2083
33.4	1.1608
33.5	1.4166
33.6	1.3579
33.7	1.3229
33.8	1.2005
33.9	1.2526
34.0	1.2146
34.1	1.3620
34.2	1.2143
34.3	1.4646
34.4	1.2082
34.5	1.4341
34.6	1.3123
34.7	1.0770
34.8	1.1262
34.9	1.2407
35.0	1.0827
35.1	1.2867
35.2	1.2990
35.3	1.4177
35.4	1.3048
35.5	1.3299
35.6	1.2193
35.7	1.2149
35.8	1.3056
35.9	1.2542
36.0	1.3302
36.1	1.2016
36.2	1.2859
36.3	1.1077
36.4	1.1427
36.5	1.1991
36.6	1.1634
36.7	1.1750
36.8	1.0844
36.9	1.2492
37.0	1.2440
37.1	1.1450
37.2	1.2043
37.3	1.2494
37.4	1.0825
37.5	1.3586
37.6	1.2446
37.7	1.0241
37.8	1.2853
37.9	1.3164
38.0	1.1816
38.1	1.1564
38.2	0.9579
38.3	1.0079
38.4	0.9778
38.5	0.9764
38.6	0.9356
38.7	1.0640
38.8	1.1057
38.9	1.1222
39.0	1.0266
39.1	0.9181
39.2	0.9656
39.3	1.1702
39.4	0.9433
39.5	1.0813
39.6	0.8928
39.7	0.9758
39.8	0.9917
39.9	1.3296
40.0	0.9581
40.1	0.9690
40.2	1.1217
40.3	0.7824
40.4	0.9786
40.5	1.0234
40.6	0.9225
40.7	0.9899
40.8	0.9312
40.9	0.7589
41.0	1.1701
41.1	0.8808
41.2	0.8440
41.3	0.8696
41.4	0.9710
41.5	1.0107
41.6	1.0210
41.7	0.7436
41.8	0.9134
41.9	0.8626
42.0	0.8886
42.1	0.7726
42.2	1.0991
42.3	0.9328
42.4	0.9115
42.5	0.8471
42.6	0.8756
42.7	0.6851
42.8	0.8936
42.9	0.8448
43.0	0.7477
43.1	0.9410
43.2	0.8624
43.3	0.7372
43.4	0.8623
43.5	0.9921
43.6	0.7780
43.7	0.7046
43.8	0.8911
43.9	0.8381
44.0	0.7601
44.1	0.7787
44.2	0.8672
44.3	0.6399
44.4	0.8576
44.5	0.6751
44.6	0.7107
44.7	0.8150
44.8	0.6926
44.9	0.6944
45.0	0.7931
45.1	0.6232
45.2	0.7985
45.3	0.6228
45.4	0.8069
45.5	0.8268
45.6	0.5961
45.7	0.7979
45.8	0.6555
45.9	0.8635
46.0	0.6614
46.1	0.6751
46.2	0.6784
46.3	0.5726
46.4	0.6352
46.5	0.6967
46.6	0.5876
46.7	0.7353
46.8	0.5825
46.9	0.6590
47.0	0.7672
47.1	0.5758
47.2	0.6663
47.3	0.5627
47.4	0.7141
47.5	0.6581
47.6	0.7995
47.7	0.6631
47.8	0.6990
47.9	0.6859
48.0	0.4299
48.1	0.4087
48.2	0.5767
48.3	0.6489
48.4	0.6561
48.5	0.6564
48.6	0.3577
48.7	0.4649
48.8	0.6626
48.9	0.5763
49.0	0.4618
49.1	0.5533
49.2	0.4681
49.3	0.4634
49.4	0.6736
49.5	0.3803
49.6	0.4710
49.7	0.3661
49.8	0.7172
49.9	0.4043
50.0	0.6541
50.1	0.5871
50.2	0.5311
50.3	0.4332
50.4	0.4549
50.5	0.5957
50.6	0.3586
50.7	0.6521
50.8	0.3960
50.9	0.5296
51.0	0.3751
51.1	0.5116
51.2	0.4680
51.3	0.5551
51.4	0.4930
51.5	0.5185
51.6	0.3894
51.7	0.4617
51.8	0.3127
51.9	0.3674
52.0	0.3275
52.1	0.2633
52.2	0.3075
52.3	0.2884
52.4	0.6679
52.5	0.2934
52.6	0.2889
52.7	0.2876
52.8	0.4588
52.9	0.4122
53.0	0.5529
53.1	0.6057
53.2	0.4294
53.3	0.4860
53.4	0.4089
53.5	0.4237
53.6	0.3754
53.7	0.4089
53.8	0.4334
53.9	0.2688
54.0	0.2467
54.1	0.2976
54.2	0.2079
54.3	0.4238
54.4	0.3617
54.5	0.3109
54.6	0.2748
54.7	0.1917
54.8	0.4079
54.9	0.3465
55.0	0.4497
55.1	0.1949
55.2	0.2212
55.3	0.2490
55.4	0.3004
55.5	0.1213
55.6	0.1099
55.7	0.3005
55.8	0.1933
55.9	0.0642
56.0	0.1160
56.1	0.0575
56.2	0.2503
56.3	0.4159
56.4	0.0707
56.5	0.2142
56.6	0.1633
56.7	0.1451
56.8	0.3658
56.9	0.1235
57.0	-0.0208
57.1	0.0468
57.2	0.1074
57.3	0.1719
57.4	0.3675
57.5	0.0492
57.6	0.1954
57.7	0.2899
57.8	0.1161
57.9	0.4108
58.0	0.1424
58.1	-0.0284
58.2	0.0731
58.3	0.0289
58.4	0.0569
58.5	0.2522
58.6	0.0631
58.7	0.0430
58.8	-0.0292
58.9	0.0235
59.0	0.1533
59.1	0.1893
59.2	-0.0118
59.3	0.1778
59.4	0.1032
59.5	-0.0103
59.6	0.0345
59.7	-0.1461
59.8	-0.0477
59.9	-0.0937

